id,web_name,first_name,second_name,position,team_name,team_short,price_m,delta_price_this_gw,delta_price_since_start,transfers_in_between_gws_current,transfers_out_between_gws_current,transfers_in,transfers_out,selected_by_percent,status,chance_of_playing_next_round,chance_of_playing_this_round,current_gw,current_gw_deadline_utc,last_updated_utc,team,element_type,now_cost,cost_change_event,cost_change_start
17,Ødegaard,Martin,Ødegaard,MID,Arsenal,ARS,8.0,0.0,0.0,37744,28419,37744,28419,3.8,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,1,3,80,0,0
18,Madueke,Noni,Madueke,MID,Arsenal,ARS,7.0,0.0,0.0,2996,16013,2996,16013,1.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,1,3,70,0,0
19,Martinelli,Gabriel,Martinelli Silva,MID,Arsenal,ARS,7.0,0.0,0.0,7708,15350,7708,15350,1.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,1,3,70,0,0
20,Trossard,Leandro,Trossard,MID,Arsenal,ARS,7.0,0.0,0.0,675,6126,675,6126,0.3,a,100.0,75.0,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,1,3,70,0,0
21,Rice,Declan,Rice,MID,Arsenal,ARS,6.5,0.0,0.0,71089,56327,71089,56327,8.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,1,3,65,0,0
22,Merino,Mikel,Merino Zazón,MID,Arsenal,ARS,6.0,0.0,0.0,3989,14277,3989,14277,0.6,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,1,3,60,0,0
23,Fábio Vieira,Fábio,Ferreira Vieira,MID,Arsenal,ARS,5.5,0.0,0.0,419,845,419,845,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,1,3,55,0,0
24,Nørgaard,Christian,Nørgaard,MID,Arsenal,ARS,5.5,0.0,0.0,1108,15852,1108,15852,0.5,d,75.0,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,1,3,55,0,0
25,Nwaneri,Ethan,Nwaneri,MID,Arsenal,ARS,5.5,0.0,0.0,1517,6058,1517,6058,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,1,3,55,0,0
26,Zubimendi,Martín,Zubimendi Ibáñez,MID,Arsenal,ARS,5.5,0.0,0.0,29295,27434,29295,27434,2.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,1,3,55,0,0
27,Nelson,Reiss,Nelson,MID,Arsenal,ARS,5.0,0.0,0.0,1345,2489,1345,2489,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,1,3,50,0,0
28,Kabia,Ismeal,Kabia,MID,Arsenal,ARS,4.5,0.0,0.0,3290,4531,3290,4531,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,1,3,45,0,0
29,Sambi,Albert,Sambi Lokonga,MID,Arsenal,ARS,4.5,0.0,0.0,1429,2078,1429,2078,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,1,3,45,0,0
30,Havertz,Kai,Havertz,FWD,Arsenal,ARS,7.5,0.0,0.0,7852,30563,7852,30563,1.1,d,25.0,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,1,4,75,0,0
31,G.Jesus,Gabriel,Fernando de Jesus,FWD,Arsenal,ARS,6.5,0.0,0.0,210,923,210,923,0.0,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,1,4,65,0,0
662,Mosquera,Cristhian,Mosquera,DEF,Arsenal,ARS,5.5,0.0,0.0,361,1869,361,1869,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,1,2,55,0,0
666,Gyökeres,Viktor,Gyökeres,FWD,Arsenal,ARS,9.0,0.0,0.0,153139,227254,153139,227254,24.8,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,1,4,90,0,0
32,Martinez,Emiliano,Martínez Romero,GK,Aston Villa,AVL,5.0,0.0,0.0,18004,6201,18004,6201,1.1,a,100.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,1,50,0,0
33,M.Bizot,Marco,Bizot,GK,Aston Villa,AVL,4.5,0.0,0.0,42154,11451,42154,11451,0.9,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,1,45,0,0
34,Gauci,Joe,Gauci,GK,Aston Villa,AVL,4.0,0.0,0.0,0,3560,0,3560,0.2,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,1,40,0,0
35,Marschall,Filip,Marschall,GK,Aston Villa,AVL,4.0,0.0,0.0,0,301,0,301,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,1,40,0,0
36,Cash,Matty,Cash,DEF,Aston Villa,AVL,4.5,0.0,0.0,210042,31500,210042,31500,4.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,2,45,0,0
37,Digne,Lucas,Digne,DEF,Aston Villa,AVL,4.5,0.0,0.0,41745,11073,41745,11073,2.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,2,45,0,0
38,Konsa,Ezri,Konsa Ngoyo,DEF,Aston Villa,AVL,4.5,0.0,0.0,18263,434275,18263,434275,17.1,s,0.0,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,2,45,0,0
39,Maatsen,Ian,Maatsen,DEF,Aston Villa,AVL,4.5,0.0,0.0,3158,12601,3158,12601,0.8,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,2,45,0,0
40,Mings,Tyrone,Mings,DEF,Aston Villa,AVL,4.5,0.0,0.0,36143,7697,36143,7697,1.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,2,45,0,0
41,Pau,Pau,Torres,DEF,Aston Villa,AVL,4.5,0.0,0.0,3039,6381,3039,6381,0.5,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,2,45,0,0
42,A.García,Andrés,García,DEF,Aston Villa,AVL,4.0,0.0,0.0,404,4657,404,4657,0.3,d,25.0,25.0,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,2,40,0,0
43,Alex Moreno,Álex,Moreno Lopera,DEF,Aston Villa,AVL,4.0,0.0,0.0,27942,72599,27942,72599,9.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,2,40,0,0
44,Bogarde,Lamare,Bogarde,DEF,Aston Villa,AVL,4.0,0.0,0.0,1556,2696,1556,2696,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,2,40,0,0
45,Sousa,Lino,da Cruz Sousa,DEF,Aston Villa,AVL,4.0,0.0,0.0,1827,2806,1827,2806,0.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,2,40,0,0
46,Yasin,Yasin,Özcan,DEF,Aston Villa,AVL,4.0,0.0,0.0,1023,1971,1023,1971,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,2,40,0,0
47,Rogers,Morgan,Rogers,MID,Aston Villa,AVL,7.0,0.0,0.0,77197,100052,77197,100052,9.7,a,100.0,100.0,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,3,70,0,0
48,Tielemans,Youri,Tielemans,MID,Aston Villa,AVL,6.0,0.0,0.0,14943,29278,14943,29278,2.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,3,60,0,0
49,Bailey,Leon,Bailey,MID,Aston Villa,AVL,5.5,0.0,0.0,2168,15648,2168,15648,0.4,u,0.0,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,3,55,0,0
50,Buendía,Emiliano,Buendía Stati,MID,Aston Villa,AVL,5.4,-0.1,-0.1,385,4350,385,4350,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,3,54,-1,-1
51,Iling Jr,Samuel,Iling-Junior,MID,Aston Villa,AVL,5.5,0.0,0.0,143,482,143,482,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,3,55,0,0
53,Malen,Donyell,Malen,MID,Aston Villa,AVL,5.4,-0.1,-0.1,4582,40990,4582,40990,1.6,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,3,54,-1,-1
54,McGinn,John,McGinn,MID,Aston Villa,AVL,5.5,0.0,0.0,7283,8820,7283,8820,0.7,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,3,55,0,0
55,Barkley,Ross,Barkley,MID,Aston Villa,AVL,5.0,0.0,0.0,81,2554,81,2554,0.1,d,25.0,25.0,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,3,50,0,0
56,Barrenechea,Enzo,Barrenechea,MID,Aston Villa,AVL,5.0,0.0,0.0,0,9,0,9,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,3,50,0,0
57,Dobbin,Lewis,Dobbin,MID,Aston Villa,AVL,5.0,0.0,0.0,498,923,498,923,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,3,50,0,0
58,Kamara,Boubacar,Kamara,MID,Aston Villa,AVL,5.0,0.0,0.0,2641,3061,2641,3061,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,3,50,0,0
59,Onana,Amadou,Onana,MID,Aston Villa,AVL,5.0,0.0,0.0,33489,20066,33489,20066,1.9,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,3,50,0,0
60,Broggio,Ben,Broggio,MID,Aston Villa,AVL,4.5,0.0,0.0,2825,3739,2825,3739,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,3,45,0,0
61,Dendoncker,Leander,Dendoncker,MID,Aston Villa,AVL,4.5,0.0,0.0,2169,5539,2169,5539,0.3,u,0.0,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,3,45,0,0
62,Jimoh-Aloba,Jamaldeen,Jimoh-Aloba,MID,Aston Villa,AVL,4.5,0.0,0.0,396,644,396,644,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,3,45,0,0
63,Young,Kadan,Young,MID,Aston Villa,AVL,4.5,0.0,0.0,5721,8516,5721,8516,0.7,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,3,45,0,0
64,Watkins,Ollie,Watkins,FWD,Aston Villa,AVL,9.0,0.0,0.0,109381,232178,109381,232178,25.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,4,90,0,0
65,Redmond,Zépiqueno,Redmond,FWD,Aston Villa,AVL,4.5,0.0,0.0,9377,10483,9377,10483,0.9,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,4,45,0,0
677,Guessand,Evann,Guessand,MID,Aston Villa,AVL,6.5,0.0,0.0,320,1655,320,1655,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,3,65,0,0
688,Wright,James,Wright,GK,Aston Villa,AVL,4.0,0.0,0.0,10543,1267,10543,1267,0.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,2,1,40,0,0
183,Weiss,Max,Weiß,GK,Burnley,BUR,4.5,0.0,0.0,567,1709,567,1709,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,1,45,0,0
184,Green,Etienne,Green,GK,Burnley,BUR,4.0,0.0,0.0,2061,2080,2061,2080,0.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,1,40,0,0
185,Hladký,Václav,Hladký,GK,Burnley,BUR,4.0,0.0,0.0,644,1183,644,1183,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,1,40,0,0
186,Roberts,Connor,Roberts,DEF,Burnley,BUR,4.5,0.0,0.0,377,1177,377,1177,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,2,45,0,0
187,Walker,Kyle,Walker,DEF,Burnley,BUR,4.5,0.0,0.0,13130,17063,13130,17063,1.9,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,2,45,0,0
188,Delcroix,Hannes,Delcroix,DEF,Burnley,BUR,4.0,0.0,0.0,1003,2671,1003,2671,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,2,40,0,0
189,Dodgson,Owen,Dodgson,DEF,Burnley,BUR,4.0,0.0,0.0,0,760,0,760,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,2,40,0,0
190,Ekdal,Hjalmar,Ekdal,DEF,Burnley,BUR,4.0,0.0,0.0,3762,2047,3762,2047,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,2,40,0,0
191,Estève,Maxime,Estève,DEF,Burnley,BUR,4.0,0.0,0.0,67443,69580,67443,69580,19.6,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,2,40,0,0
192,Hartman,Quilindschy,Hartman,DEF,Burnley,BUR,4.0,0.0,0.0,5241,3686,5241,3686,0.5,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,2,40,0,0
193,Humphreys,Bashir,Humphreys,DEF,Burnley,BUR,4.0,0.0,0.0,103,917,103,917,0.1,d,25.0,25.0,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,2,40,0,0
194,Jordan,Jordan,Beyer,DEF,Burnley,BUR,4.0,0.0,0.0,503,1581,503,1581,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,2,40,0,0
195,Lucas Pires,Lucas,Pires Silva,DEF,Burnley,BUR,4.0,0.0,0.0,254,1420,254,1420,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,2,40,0,0
196,Sambo,Shurandy,Sambo,DEF,Burnley,BUR,4.0,0.0,0.0,202,1727,202,1727,0.1,u,0.0,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,2,40,0,0
197,Sonne,Oliver,Sonne,DEF,Burnley,BUR,4.0,0.0,0.0,1271,1142,1271,1142,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,2,40,0,0
198,Tuanzebe,Axel,Tuanzebe,DEF,Burnley,BUR,4.0,0.0,0.0,3010,17903,3010,17903,2.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,2,40,0,0
199,Worrall,Joe,Worrall,DEF,Burnley,BUR,4.0,0.0,0.0,294,1248,294,1248,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,2,40,0,0
200,Anthony,Jaidon,Anthony,MID,Burnley,BUR,5.5,0.0,0.0,1714,1529,1714,1529,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,3,55,0,0
201,Benson,Manuel,Benson Hedilazio,MID,Burnley,BUR,5.5,0.0,0.0,101,381,101,381,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,3,55,0,0
202,Bruun Larsen,Jacob,Bruun Larsen,MID,Burnley,BUR,5.5,0.0,0.0,190,645,190,645,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,3,55,0,0
203,Boateng,Enock,Agyei,MID,Burnley,BUR,5.0,0.0,0.0,218,792,218,792,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,3,50,0,0
204,Churlinov,Darko,Churlinov,MID,Burnley,BUR,5.0,0.0,0.0,39,324,39,324,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,3,50,0,0
205,Cullen,Josh,Cullen,MID,Burnley,BUR,5.0,0.0,0.0,2371,797,2371,797,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,3,50,0,0
206,Edwards,Marcus,Edwards,MID,Burnley,BUR,5.0,0.0,0.0,237,1297,237,1297,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,3,50,0,0
207,Hannibal,Hannibal,Mejbri,MID,Burnley,BUR,5.0,0.0,0.0,773,1667,773,1667,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,3,50,0,0
208,Koleosho,Luca,Koleosho,MID,Burnley,BUR,5.0,0.0,0.0,61,530,61,530,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,3,50,0,0
209,Laurent,Josh,Laurent,MID,Burnley,BUR,5.0,0.0,0.0,164,317,164,317,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,3,50,0,0
210,Tchaouna,Loum,Tchaouna,MID,Burnley,BUR,5.0,0.0,0.0,43,319,43,319,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,3,50,0,0
211,A.Ramsey,Aaron,Ramsey,MID,Burnley,BUR,4.5,0.0,0.0,30216,86566,30216,86566,9.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,3,45,0,0
212,Adewumi,Oluwaseun,Adewumi,MID,Burnley,BUR,4.5,0.0,0.0,0,911,0,911,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,3,45,0,0
213,Banel,Jaydon,Banel,MID,Burnley,BUR,4.5,0.0,0.0,204,446,204,446,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,3,45,0,0
214,Trésor,Mike,Trésor Ndayishimiye,MID,Burnley,BUR,4.5,0.0,0.0,359,865,359,865,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,3,45,0,0
215,Flemming,Zian,Flemming,FWD,Burnley,BUR,5.5,0.0,0.0,1525,2586,1525,2586,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,4,55,0,0
216,Amdouni,Zeki,Amdouni,FWD,Burnley,BUR,5.0,0.0,0.0,123,1711,123,1711,0.0,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,4,50,0,0
217,Foster,Lyle,Foster,FWD,Burnley,BUR,5.0,0.0,0.0,17792,7952,17792,7952,0.5,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,4,50,0,0
218,Barnes,Ashley,Barnes,FWD,Burnley,BUR,4.5,0.0,0.0,10441,22677,10441,22677,2.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,4,45,0,0
219,Obafemi,Michael,Obafemi,FWD,Burnley,BUR,4.5,0.0,0.0,1895,3963,1895,3963,0.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,4,45,0,0
470,Dúbravka,Martin,Dúbravka,GK,Burnley,BUR,4.0,0.0,0.0,116731,35689,116731,35689,34.6,a,100.0,100.0,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,1,40,0,0
676,Ugochukwu,Lesley,Ugochukwu,MID,Burnley,BUR,5.0,0.0,0.0,223,524,223,524,0.0,a,100.0,100.0,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,3,50,0,0
680,Broja,Armando,Broja,FWD,Burnley,BUR,5.5,0.0,0.0,2155,3476,2155,3476,0.2,a,100.0,100.0,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,3,4,55,0,0
66,Neto,Norberto,Murara Neto,GK,Bournemouth,BOU,4.5,0.0,0.0,0,5558,0,5558,0.2,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4,1,45,0,0
67,Petrović,Đorđe,Petrović,GK,Bournemouth,BOU,4.5,0.0,0.0,45880,19916,45880,19916,3.5,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4,1,45,0,0
68,Dennis,Will,Dennis,GK,Bournemouth,BOU,4.0,0.0,0.0,6658,4190,6658,4190,1.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4,1,40,0,0
69,McKenna,Callan,McKenna,GK,Bournemouth,BOU,4.0,0.0,0.0,893,897,893,897,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4,1,40,0,0
70,Paulsen,Alex,Paulsen,GK,Bournemouth,BOU,4.0,0.0,0.0,636,673,636,673,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4,1,40,0,0
71,Zabarnyi,Illia,Zabarnyi,DEF,Bournemouth,BOU,5.0,0.0,0.0,0,4490,0,4490,0.1,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4,2,50,0,0
72,Senesi,Marcos,Senesi Barón,DEF,Bournemouth,BOU,4.5,0.0,0.0,34444,8316,34444,8316,1.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4,2,45,0,0
73,Smith,Adam,Smith,DEF,Bournemouth,BOU,4.5,0.0,0.0,8962,2758,8962,2758,0.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4,2,45,0,0
74,Truffert,Adrien,Truffert,DEF,Bournemouth,BOU,4.5,0.0,0.0,27942,7897,27942,7897,1.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4,2,45,0,0
75,Akinmboni,Matai,Akinmboni,DEF,Bournemouth,BOU,4.0,0.0,0.0,1800,2477,1800,2477,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4,2,40,0,0
76,Bevan,Owen,Bevan,DEF,Bournemouth,BOU,4.0,0.0,0.0,591,1477,591,1477,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4,2,40,0,0
77,Hill,James,Hill,DEF,Bournemouth,BOU,4.0,0.0,0.0,9156,6280,9156,6280,0.8,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4,2,40,0,0
78,J.Araujo,Julián,Araujo Zúñiga,DEF,Bournemouth,BOU,4.0,0.0,0.0,6001,10114,6001,10114,1.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4,2,40,0,0
79,Mepham,Chris,Mepham,DEF,Bournemouth,BOU,4.0,0.0,0.0,536,1563,536,1563,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4,2,40,0,0
80,Soler,Julio,Soler Barreto,DEF,Bournemouth,BOU,4.0,0.0,0.0,1134,2207,1134,2207,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4,2,40,0,0
81,Kluivert,Justin,Kluivert,MID,Bournemouth,BOU,7.0,0.0,0.0,277,32325,277,32325,0.6,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4,3,70,0,0
82,Semenyo,Antoine,Semenyo,MID,Bournemouth,BOU,7.1,0.1,0.1,694112,38212,694112,38212,14.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4,3,71,1,1
84,Tavernier,Marcus,Tavernier,MID,Bournemouth,BOU,5.5,0.0,0.0,17776,6671,17776,6671,0.5,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4,3,55,0,0
85,Adams,Tyler,Adams,MID,Bournemouth,BOU,5.0,0.0,0.0,5974,3615,5974,3615,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4,3,50,0,0
86,Brooks,David,Brooks,MID,Bournemouth,BOU,5.0,0.0,0.0,9176,2855,9176,2855,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4,3,50,0,0
87,Christie,Ryan,Christie,MID,Bournemouth,BOU,5.0,0.0,0.0,67,2124,67,2124,0.1,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4,3,50,0,0
