snapshot_time,snapshot_label,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
2025-09-14T05:32:14Z,morning,True,True,,,500040,0,0,-1,1,0,2,2.5,3.0,7,Cristhian,2.5,662,False,,,54,500040.jpg,3.3,False,Mosquera,0.2,False,,a,1,3,10,7740,979,6991,132,0.5,1.9,Mosquera,200.0,2025-07-24,2004-06-27,False,p500040,201,0,0,1,1,0,0,0,0,0,0,1,53,51.6,2.4,4.0,5.8,11,9,8,19,1,0.00,0.04,0.04,0.72,118,55,305,102,276,90,216,72,,,,,,,0.0,0.0,0.02,0.02,0.32,0.45,210,29,140,57,136,57,399,146,0.45,0.45,8.51
2025-09-14T05:32:14Z,morning,True,True,,,224117,0,0,0,0,1,4,5.0,5.5,6,Viktor,5.0,666,False,,,90,224117.jpg,5.0,False,Gyökeres,25.3,False,,a,1,3,20,890727,31184,869316,9581,0.6,2.2,Gyökeres,206.0,2025-07-26,1998-06-04,False,p224117,306,3,0,2,1,0,0,0,1,0,0,2,82,109.0,44.4,93.0,24.7,5,6,1,12,4,2.12,0.27,2.39,1.49,12,2,78,7,15,9,15,5,,,,,2.0,,0.62,0.0,0.08,0.7,0.44,0.29,7,3,45,6,57,6,13,4,1.18,0.59,3.53
2025-09-14T05:32:14Z,morning,True,True,,,616077,0,0,0,0,0,3,1.7,2.2,0,Max,1.7,700,False,,,45,616077.jpg,2.5,False,Dowman,0.4,False,,a,1,3,5,53443,849,16484,754,0.4,1.1,Dowman,241.0,2025-07-22,2009-12-31,False,p616077,27,0,1,0,0,0,0,0,0,0,0,0,13,1.0,0.8,26.0,2.8,0,1,2,3,0,0.14,0.02,0.16,0.12,373,178,336,176,121,69,312,158,,,,,,,0.47,0.0,0.07,0.54,0.4,0.0,516,303,226,109,181,80,275,91,0.0,0.0,10.0
2025-09-14T05:32:14Z,morning,True,True,,,646243,0,0,0,0,0,3,0.0,0.5,0,Andre,0.0,711,False,,,45,646243.jpg,0.0,False,Harriman-Annous,0.0,False,,a,1,3,0,445,28,129,19,0.0,0.0,Harriman-Annous,241.0,2025-07-22,2007-12-28,False,p646243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,629,257,623,259,595,249,632,260,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,522,307,634,264,634,264,705,308,0.0,0.0,0.0
2025-09-14T05:32:14Z,morning,True,True,,,448104,0,0,0,0,0,2,3.2,3.7,0,Piero,0.0,725,False,,,55,448104.jpg,0.0,False,Hincapié,0.0,False,,a,1,3,0,2343,141,474,101,0.0,0.0,Hincapie,62.0,2025-09-01,2002-01-09,False,p448104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,713,243,714,243,711,241,714,243,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,158,21,714,242,714,242,637,216,0.0,0.0,0.0
2025-09-14T05:32:14Z,morning,True,True,100.0,100.0,98980,0,0,0,0,0,1,2.5,2.0,6,Emiliano,2.0,32,False,,2025-07-21T10:00:04.758838Z,50,98980.jpg,4.0,False,Martínez Romero,1.8,False,,a,2,7,8,81225,3762,50500,870,0.4,1.6,Martinez,10.0,2020-09-16,1992-09-02,False,p98980,180,0,0,1,1,0,0,0,0,0,3,0,42,33.0,0.0,0.0,3.3,2,13,0,0,2,0.00,0.01,0.01,3.29,192,19,666,79,644,75,295,19,,,,,,,0.0,1.5,0.0,0.0,1.64,0.5,244,9,185,16,93,10,130,16,1.0,0.5,0.0
2025-09-14T05:32:14Z,morning,True,True,,,72147,0,0,0,0,0,1,2.3,1.8,0,Marco,1.8,33,False,,,45,72147.jpg,3.5,False,Bizot,0.8,False,,a,2,7,7,69818,232,55874,1487,0.4,1.6,M.Bizot,152.0,2025-07-15,1991-03-10,False,p72147,180,0,0,1,3,0,0,0,1,0,4,0,22,25.4,0.0,0.0,2.6,4,19,0,0,2,0.00,0.00,0.00,4.10,218,22,543,65,506,59,316,22,,,,,,,0.0,2.0,0.0,0.0,2.05,1.5,391,21,204,17,119,13,203,27,1.0,0.5,0.0
2025-09-14T05:32:14Z,morning,True,False,0.0,0.0,462492,0,0,0,0,0,1,0.0,0.0,0,Joe,0.0,34,False,Has joined Port Vale on loan for the rest of the season.,2025-08-12T07:40:37.843391Z,40,462492.jpg,0.0,False,Gauci,0.2,False,,u,2,7,0,0,0,8706,97,0.0,0.0,Gauci,13.0,2024-02-01,2000-07-04,False,p462492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,436,50,422,35,376,29,440,50,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,662,67,446,50,446,50,378,58,0.0,0.0,0.0
2025-09-14T05:32:14Z,morning,True,False,0.0,0.0,462381,0,0,0,0,0,1,0.0,0.0,0,Filip,0.0,35,False,Has joined Stevenage permanently.,2025-07-30T14:08:21.698398Z,40,462381.jpg,0.0,False,Marschall,0.0,False,,u,2,7,0,0,0,691,12,0.0,0.0,Marschall,241.0,2021-12-13,2003-04-24,False,p462381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,435,49,421,34,375,28,439,49,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,661,66,445,49,445,49,673,80,0.0,0.0,0.0
2025-09-14T05:32:14Z,morning,True,True,,,199796,0,0,0,0,0,2,4.3,3.8,5,Matty,3.8,36,False,,,45,199796.jpg,3.8,False,Cash,4.9,False,,a,2,7,15,433906,3658,196931,2142,0.8,3.3,Cash,172.0,2020-09-03,1997-08-07,False,p199796,343,0,0,2,3,0,0,0,2,0,0,0,55,77.4,65.4,9.0,15.3,16,8,8,24,4,0.01,0.48,0.49,6.49,61,24,46,7,214,58,62,14,,,,,,,0.0,0.0,0.13,0.13,1.7,0.79,409,83,79,34,103,42,80,31,1.05,0.52,6.3
2025-09-14T05:32:14Z,morning,True,True,,,101188,0,0,0,0,0,2,4.0,3.5,5,Lucas,3.5,37,False,,,45,101188.jpg,3.5,False,Digne,2.0,False,,a,2,7,14,82137,825,67890,808,0.8,3.1,Digne,73.0,2022-01-13,1993-07-20,False,p101188,250,0,0,2,1,0,0,0,1,0,0,0,51,25.8,21.7,15.0,6.2,9,11,4,13,3,0.08,0.18,0.26,5.00,217,84,150,37,179,39,208,67,7.0,,2.0,,,,0.03,0.0,0.06,0.09,1.8,0.36,394,73,92,41,120,51,122,49,1.08,0.72,4.68
